Reeta,Suomalainen,Ilmajoki
Jan,Tolvanen,Mäntsälä
Kari,Kuosmanen,Lahti
Sirpa,Pirinen,Oulu
Julia,Mäkinen,Mäntsälä
Tarina,Bergvall,Leppävirta
Markku,Halin,Hollola
Liisa,Ulmanen,Hausjärvi
Minna,Pietilä,Joensuu
Antti,Kallio,Mikkeli
Jaakko,Hämäläinen,Mäntsälä
Mikko,Kupiainen,Kurikka
Aune,Sämpi,Pori
Seija,Puurunen,Parainen
Susanna,Nieminen,Vesilahti
Päivi,Niemelä,Kajaani
Milla,Selinkoski,Nurmijärvi
Niilo,Koponen,Pielavesi
Salme,Pietikäinen,Porvoo
Sari,Wollsten,Helsinki
Raita,Kandell,Kerava
Leo,Nukarinen,Kivijärvi
Antti,Katainen,Orivesi
Mona,Holm,Helsinki
Pirjo,Kuhanen,Pori
Eelis,Turkulainen,Uusikaupunki
Päivi,Falk,Akaa
Ritva,Vainionpää,Helsinki
Jarno,Pätsi,Tampere
Maria,Räsänen,Tuusula
Katarina,Andersson,Salo
Saara,Hovilehto,Kemi
Niina,Paakkolanvaara,Vantaa
Timi,Arosarka,Kärkölä
Timo,Väyrynen,Tyrnävä
Kalevi,Kurki,Helsinki
Maritta,Heinonen,Pori
Roy,Lämsä,Helsinki
Heikki,Peltomäki,Turku
Marika,Sutinen,Helsinki
Joona,Tuominen,Loviisa
Tomi,Korpiaho,Helsinki
Juuso,Holopainen,Hattula
Juha,Malmberg,Hämeenlinna
Maire,Rusanen,Helsinki
Emma,Jaako,Savonlinna
Jani,Vettenranta,Loviisa
Helena,Keltamäki,Kuusamo
Oona,Hämäläinen,Vantaa
Luukas,Lietsala,Parkano
Ansa,Jääskeläinen,Ylivieska
Hannu,Mansikkaniemi,Raahe
Tuomas,Hyvärinen,Lohja
Hanna-Maria,Viksten,Pori
Alex,Allinen,Oulu
Sirja,Kuikka,Jämsä
Annika,Ranin,Heinola
Mari,Virnes,Iisalmi
Kaarlo,Leppäranta,Lahti
Anne-Marie,Anttila,Maarianhamina
Heikki,Vaara,Kuopio
Tuire,Smedman,Hämeenlinna
Timo,Mononen,Geta
Mika,Suni,Kokkola
Tarja,Kivipelto,Valtimo
Pasi,Åkerman,Porvoo
Jarmo,Partanen,Helsinki
Tommi,Eriksson,Turku
Johanna,Karppinen,Maarianhamina
Arvo,Mäkelä,Helsinki
Lauri,Peltola,Sastamala
Mari,Ronkainen,Vantaa
Sylvi,Raita,Kaarina
Venla,Strandén,Helsinki
Erkki,Heinonen,Ruovesi
Micky,Kettunen,Valkeakoski
Jan,Karhu,Mynämäki
Sonja,Seppä,Helsinki
Seija,Raappana,Nurmijärvi
Andrei,Matala,Pieksämäki
Miika,Majamäki,Helsinki
Miikka,Kyttälä,Turku
Kari,Tuominen,Lappeenranta
Timo,Sieppi,Karkkila
Venny,Salmi,Oulu
Olli,Helpiö,Hollola
Tuija,Lipkin,Vantaa
Sanni,Leskelä,Raisio
Raimo,Lantta,Helsinki
Nina,Pentti,Lohja
Antti,Korhonen,Vantaa
Niko,Kaistila,Espoo
Miikka,Laitio,Helsinki
Hannu,Kiiski,Lappeenranta
Paula,Viitikko,Kruunupyy
Anni,Stirkkinen,Iisalmi
Mirja,Kaija,Tampere
Riikka,Porsanger,Helsinki
Essi,Collan,Parainen
Sari,Jaara,Ilmajoki
Soile,Henriksson,Kaavi
Eevertti,Rintala,Tampere
Ville,Miettinen,Viitasaari
Marko,Viinikka,Helsinki
Jonna,Juntunen,Loimaa
Maija,Nordström,Tampere
Per-Erik,Teeriniemi,Kärkölä
Eero,Martin,Jyväskylä
Saana,Yletyinen,Heinola
Matias,Lappi,Äänekoski
Ari,Luostarinen,Helsinki
Tarja,Hannula,Helsinki
Paula,Savolainen,Ii
Saija,Hatakka,Pori
Astrid,Heikkilä,Turku
Jadessa,Kotimäki,Hyvinkää
Eeva,Toivonen,Rauma
Heidi,Virranta,Kauhava
Sirkka,Hänninen,Lahti
Essi,Nuutinen,Nurmijärvi
Antti,Maijala,Helsinki
Ilmo,Laakso,Turku
Teemu-Petteri,Nieminen,Turku
Eija,Henttinen,Lappeenranta
Ari,Broman,Helsinki
Sara,Berisha,Seinäjoki
Heidi,Jokela,Reisjärvi
Romeo,Linna,Hämeenlinna
Matti,Juntunen,Helsinki
Marjo,Olli,Järvenpää
Veli-Pekka,Hyvönen,Vaasa
Taina,Hyvärinen,Mikkeli
Mikko,Neva,Raahe
Anssi,Matinaho,Sievi
Aatos,Sainio,Mäntsälä
Anna,Mattsson,Juva
Antti,Ritvanen,Tuusula
Toni,Tammela,Joensuu
Lotta,Ristimella,Humppila
Jenna,Yli-Jaakkola,Helsinki
Ritva,Sutinen,Kalajoki
Sinikka,Myllykoski,Porvoo
Niilo,Väisänen,Miehikkälä
Lyyli,Kunnari,Helsinki
Timo,Kuusisto,Konnevesi
Anni,Raatikainen,Kiuruvesi
Krista,Suutari,Oulu
Julia,Wasberg,Helsinki
Nooa,Jääskeläinen,Lempäälä
Jennifer,Lagerlöf,Nurmijärvi
Irja,Jensen,Nurmijärvi
Kimmo,Kiviluoma,Kotka
Kerstin,Mikkola,Helsinki
Toivo,Siikanen,Ylöjärvi
Jaakko,Keränen,Kangasala
Leo,Hatunen,Pori
Sauli,Koskela,Loimaa
Sirpa,Vuorinen,Kerava
Kasimir,Ruuskanen,Evijärvi
Tuovi,Kaunisvesi,Lemland
Sanni,Pyykkö,Lahti
Nina,Ollaranta,Espoo
Cecilia,Epäilys,Ylöjärvi
Aleksandr,Aalto,Raisio
Eija,Hallikainen,Loimaa
Ville,Tamminen,Outokumpu
Linda,Mikkonen,Lahti
Lila,Kotro,Kruunupyy
Henny,Kurkikangas,Jokioinen
Heikki,Lagerström,Oulu
Kari,Rantanen,Joensuu
Ari-Pekka,Ollikainen,Espoo
Jaakko,Aho,Turku
Jonna,Aaltonen,Pori
Miska,Pirinen,Kirkkonummi
Veera,Pilto,Vantaa
Ville,Saarinen,Kouvola
Ilari,Katajala,Nokia
Kimi,Heitto,Kauhajoki
Miikka,Tuomi,Ylivieska
Maija,Lindqvist,Imatra
Martta,Luoto,Helsinki
Juha,Raussi,Porvoo
Anu,Vilmusenaho,Espoo
Alina,Nikkanen,Kristiinankaupunki
Virpi,Lassila,Turku
Sari,Nurminen,Vantaa
Pekka,Luomanperä,Tornio
Kirsti,Rakkola,Hyvinkää
Juha,Pulkkinen,Ylöjärvi
Mari,Kirk,Joensuu
Eedla,Sorvari,Pälkäne
Gunvor,Salonen,Luumäki
Rosa-Maria,Juntunen,Jyväskylä
Jarmo,Turunen,Oulu
Sini,Oinas,Karvia
Aapeli,Haapalainen,Tervola
Raili,Karvinen,Kauhava
Jenna,Kallio,Helsinki
Maija,Järvinen,Pori
Juha-Pekka,Etula,Helsinki
William,Hyvönen,Vantaa
Kata,Mustaparta,Kirkkonummi
Tomi,Kangas,Jyväskylä
Merja,Savelius,Kauniainen
Senni,Franck,Helsinki
Aune,Yli-Korpela,Espoo
Eija,Rautiainen,Orimattila
Pinja,Pasanen,Akaa
Mika,Saarela,Tampere
Roosa,Lindholm,Ruokolahti
Anna,Sairinen,Lappeenranta
Janina,Sundelin,Tampere
Peetu,Husso,Vantaa
Siiri,Hirvikorpi,Helsinki
Kimmo,Kelloniemi,Lempäälä
Noora,Korhonen,Turku
Elvi,Tolvanen,Espoo
Kirsi,Ahmed,Nokia
Matti,Hemmilä,Joensuu
Maija-Leena,Passi,Kemi
Elias,Kurki,Keminmaa
Martta,Venäläinen,Kouvola
Anna,Grims,Turku
Marko,Leskelä,Vihti
Sanna,Liikanen,Helsinki
Elvi,Partanen,Lapua
Kimmo,Salmela,Helsinki
Topi,Takalo,Vantaa
Akseli,Laurila,Ylöjärvi
Markku,Lehikoinen,Helsinki
Heikki,Anttila,Heinola
Hanna,Kokkonen,Ruovesi
Aulis,Paija,Jyväskylä
Luka,Mustaniemi,Helsinki
Petter,Rajala,Kankaanpää
Yrjö,Taiminen,Ilomantsi
Tauno,Honkalampi,Hamina
Mikael,Gustafsson,Helsinki
Hanna,Koivisto,Hyvinkää
Merja,Filppula,Tampere
Ulla,Kananen,Mikkeli
Mattias,Lönnroos,Porvoo
Sonja,Huhtala,Nokia
Riina,Kiviniemi,Tampere
Frans,Kaskilahti,Orivesi
Kosti,Östman,Tampere
Hilkka,Vatjus,Jyväskylä
Mikko,Jämsén,Sipoo
Hilla,Ekström,Loppi
Ella,Vallo,Porvoo
Mai,Vartiainen,Helsinki
Jiri,Salonen,Tornio
Terhi,Viisteensaari,Loimaa
Jaakko,Tuovinen,Hankasalmi
Anssi,Karlstedt,Seinäjoki
Jouko,Kurki,Kokkola
Tapio,Kauppinen,Oulu
Eeva,Fonsell,Liminka
Rea,Alanko,Hattula
Aki,Harjula,Hartola
Juha,Rantasaari,Imatra
Heimo,Paalanen,Helsinki
Heikki,Kärki,Alajärvi
Leena-Maija,Tornikoski,Oulu
Anne,Pakarinen,Kuopio
Tero,Suokas,Vantaa
Maire,Änäkkälä,Helsinki
Satu,Nieminen,Outokumpu
Sari,Hinkkanen,Pedersöre
Nani,Tiilikainen,Espoo
Anni,Kivistö,Tampere
Markku,Viitamäki,Vantaa
Esa,Viljanen,Vihti
Lauri,Torsti,Tampere
Kati,Tukiainen,Kouvola
Tiina,Lukkari,Jämsä
Esko,Ruottunen,Pori
Marjukka,Harjunpää,Helsinki
Raimo,Karjalainen,Pielavesi
Pasi,Karakas,Tampere
Paavo,Haapasaari,Lappeenranta
Rosanne,Riihelä,Imatra
Milla,Ingman,Vantaa
Lilian,Mononen,Turku
Marianne,Kohtamäki,Seinäjoki
Päivi,Oikarainen,Lapua
Timo,Vång,Valkeakoski
Onni,Sillanpää,Pori
Louise,Ruski,Tampere
Ulla,Malmström,Mustasaari
Eeva,Mohamed,Äänekoski
Jaana,Vento,Espoo
Sauli,Heikkilä,Järvenpää
Väinö,Heino,Kangasala
Dante,Kujala,Kouvola
Mikko,Tervaskanto,Äänekoski
Heikki,Herlevi,Turku
Timo,Ponto,Vantaa
Mika,Moilanen,Kitee
Pertti,Unonius,Pori
Sylvi,Lehtinen,Tampere
Ilkka,Paavola,Mynämäki
Sara,Kosonen,Hämeenlinna
Joonas,Luukko,Liminka
Peetu,Moilanen,Jyväskylä
Marja-Leena,Toivanen,Imatra
Sirpa,Lappalainen,Jyväskylä
Susanna,Mäkimaa,Helsinki
Sami,Mäkinen,Urjala
Jesse,Vikkula,Jyväskylä
Valma,Pietilä,Loviisa
Osmo,Numminen,Kauniainen
Kari,Laine,Helsinki
Veikko,Mäkisalo,Hyvinkää
Jaani,Ylinen,Vantaa
Tiina,Lohi,Lappeenranta
Antti,Thomander,Espoo
Jere,Hermunen,Lemi
Tarja,Villman,Tampere
Raija,Mylläri,Jyväskylä
Sami,Mäkinen,Alavus
Meeri,Javanainen,Asikkala
Antti,Kröger,Vaasa
Linda-Maria,Jurvanen,Äänekoski
Aira,Hyökki,Tampere
Joonas,Haavisto,Vantaa
Pekka,Nikka,Lappeenranta
Carola,Latvala,Loimaa
Ossi,Pesonen,Turku
Anu,Kuusela,Pihtipudas
Heidi,Vähäsöyrinki,Espoo
Sampo,Eskelinen,Oulu
Tiia,Johansson,Kontiolahti
Heli,Rantala,Oulu
Reijo,Järvinen,Kerava
Hilma,Listenmaa,Helsinki
Antti,Juntunen,Helsinki
Tuula,Mattila,Lahti
Pirjo,Kokkarinen,Kajaani
Mauno,Myller,Jyväskylä
Anton,Leppihalme,Pukkila
Aila,Alipirjelä,Nurmijärvi
Tuija,Ollikainen,Lemland
Ida,Pöntinen,Rauma
Miika,Luostarinen,Ylöjärvi
Seppo,Koistinen,Helsinki
Elma,Kauppinen,Lahti
Sami,Heikkinen,Suonenjoki
Jouko,Rämö,Vihti
Veera,Tiitinen,Vantaa
Anton,Virolainen,Porvoo
Pyry,Huotari,Perho
Ida,Hirviniemi,Oulu
Merja-Liisa,Korhonen,Siikajoki
Jennifer,Söderlund,Vantaa
Johan,Lahtinen,Rovaniemi
Ulla,Koivusilta,Kuopio
Joonas,Eerola,Oulainen
Liisa,Wessberg,Seinäjoki
Sakari,Miettinen,Ylivieska
Aleksi,Tulokas,Kajaani
Jouka,Hirvonen,Helsinki
Teuvo,Finholm,Vantaa
Kaija,Ikonen,Tampere
Ritva,Hietala,Helsinki
Sanna,Tanner,Pirkkala
Tarmo,Lappalainen,Helsinki
Arja,Suokas,Karkkila
Aarne,Turja,Helsinki
Veikka,Toimela,Helsinki
Jari,Rouvinen,Tyrnävä
Mikko,Käpyaho,Vantaa
Matti,Lukkarinen,Espoo
Ove,Matintalo,Loppi
Marja-Leena,Heikkola,Forssa
Erkki,Sallinen,Helsinki
Elsa,Kaunisto,Heinola
Pertti,Hietaniemi,Kalajoki
Jan,Lustig,Hämeenkyrö
Aila,Jumppanen,Turku
Seija,Jokela,Lapua
Kaija,Petäjäjärvi,Porvoo
Riikka,Kallio,Lieto
Henna,Ylitalo,Simo
Ulla,Palenius,Saltvik
Teemu,Riippi,Liminka
Tuula,Rissanen,Ylöjärvi
Saara,Niemi,Nurmijärvi
Lilja,Hiltunen,Nurmijärvi
Heli,Salomaa,Jämsä
Riitta,Lindbäck,Kouvola
Pertti,Naukkarinen,Lempäälä
Essi,Arnkil,Turku
Jenna,Keränen,Espoo
Niko,Gustafsson,Tampere
Risto,Ahvenjärvi,Turku
Helmi,Kivioja,Helsinki
Raili,Salminen,Helsinki
Roosa,Lindroos,Espoo
Satu,Pulkkinen,Kajaani
Joonas,Huhtala,Hanko
Peter,Alitalo,Liminka
Marita,Röppänen,Tampere
Roy,Ljungman,Lappeenranta
Salme,Ridanpää,Masku
Erika,Laakkonen,Lahti
Marja,Polttila,Tampere
Mats,Mantila,Helsinki
Salme,Malmi,Oulu
Sari,Söderholm,Helsinki
Merja,Tiihonen,Lappeenranta
Riikka,Vauhkonen,Porvoo
Sini,Lehtiranta,Tornio
Eeva,Roukka,Kotka
Dennis,Karlstedt,Karkkila
Denisa,Kuusisto,Leppävirta
Marjo-Riitta,Laitinen,Oulu
Essi,Ilovuori,Turku
Kerttu,Fagerholm,Äänekoski
Tapio,Malmberg,Helsinki
Luka,Puska,Lapinlahti
Kari,Jaatinen,Imatra
Marko,Pentikäinen,Rovaniemi
Tuomo,Niemi,Kerava
Mikael,Leskinen,Lemland
Eeva,Aromaa,Tampere
Maija-Liisa,Tolvanen,Kajaani
Juhani,Lehto,Loimaa
Veera,Paananen,Hämeenlinna
Martti,Ylösmäki,Seinäjoki
Riitta-Maria,Lehto,Tammela
Niko,Fränti,Kokkola
Waldemar,Heikkilä,Kirkkonummi
Sari,Holmi,Muurame
Tiina,Vaittinen,Joensuu
Kari,Alho,Teuva
Marja,Käyhkö,Lahti
Henni,Frant,Sipoo
Jenni-Maria,Långstedt,Uurainen
Joni,Kokki,Tampere
Kristian,Harju,Kemiönsaari
Esko,Helminen,Tampere
Jukka,Tolvanen,Mikkeli
Salli,Näveri,Kouvola
Leena,Tarvainen,Mikkeli
Jarno,Humalisto,Loviisa
Marja,Potila,Lieto
Timo,Ojala,Masku
Maija,Pitkänen,Viitasaari
Elli,Maunula,Helsinki
Miika,Lunkka,Kirkkonummi
Airi,Laine,Kirkkonummi
Sari,Lahti,Kouvola
Anne,Puhakka,Kemi
Osmo,Estola,Helsinki
Henri,Haataja,Jyväskylä
Juha,Ketonen,Helsinki
Irja,Helander,Helsinki
Vesa,Sirkka,Kerava
Samuel,Rautio,Seinäjoki
Henna,Pulkkinen,Lappeenranta
Amadeus,Järvenpää,Turku
Arja,Blåfield,Vantaa
Kaija,Kemppainen,Kruunupyy
Henri,Helin,Lapua
Jani,Nurmisto,Nousiainen
Immo,Pellikka,Nokia
Thomas,Alavillamo,Vantaa
Iida,Haverinen,Raasepori
Eeva-Maria,Haavisto,Savonlinna
Katriina,Piiparinen,Vantaa
Markku,Miettinen,Tampere
Vilma,Vuori,Nokia
Viivi,Karvonen,Lappajärvi
Janne,Kärkkäinen,Mikkeli
Sakari,Oksman,Liperi
Anja,Jalonen,Espoo
Pentti,Kieksi,Salo
Kalevi,Toppila,Aura
Sorella,Karvonen,Oulu
Oskar,Turpeinen,Lappeenranta
Asko,Wainio,Mäntsälä
Christa,Kuosmanen,Imatra
Kimmo,Saikkonen,Tornio
Marko,Krekilä,Helsinki
Timo,Verronen,Jyväskylä
Jari,Silonsaari,Oulu
Lotta,Nieminen,Järvenpää
Timo,Ljunggren,Siilinjärvi
Mariella,Sauvola,Kolari
Kerttu,Hiltunen,Raahe
Eero,Lindberg,Vesilahti
Riia,Tuomi,Hollola
Rami,Valakari,Raisio
Vilho,Rihti,Helsinki
Antti,Leppäaho,Vantaa
Lilian,Nieminen,Hämeenlinna
Maj-Britt,Kääriäinen,Kouvola
Iiris,Siivonen,Eura
Vappu,Vuorisalo,Vihti
Marja,Väisänen,Mikkeli
Sanna,Hakanen,Mikkeli
Raimo,Sintonen,Kaarina
Antti-Jussi,Forsberg,Kouvola
Göran,Ruokamo,Hattula
Vilma,Pulliainen,Vesanto
Mikko,Himanen,Järvenpää
Nina,Seppälä,Porvoo
Hjalmar,Jääskeläinen,Lahti
Nina,Forss,Espoo
Kimmo,Anttila,Pietarsaari
Nooa,Mustonen,Helsinki
Terttu,Ruhkala,Helsinki
Elena,Pihamaa,Masku
Kari,Poutiainen,Helsinki
Heli,Moilanen,Espoo
Jonna,Salomäki,Helsinki
Karl,Iinattiniemi,Konnevesi
Henrik,Anttila,Finström
Suvi,Kiviluoto,Joensuu
Roosa,Häyhä,Oulu
Anu,Nikkanen,Vaasa
Antti,Taipale,Jyväskylä
Juha,Kalliomäki,Kiuruvesi
Emilia,Salovaara,Haapavesi
Leena,Lindqvist,Pyhtää
Viivi,Ylitalo,Janakkala
Göta,Saarinen,Kirkkonummi
Lars,Villa,Pori
Sami,Piispanen,Helsinki
Tuula,Ikonen,Helsinki
Rea,Ananin,Kajaani
Tuula,Paavola,Siilinjärvi
Joonas,Herranen,Kajaani
Tuomo,Winqvist,Varkaus
Katri,Alatalo,Lumijoki
Olivia,Tiitola,Seinäjoki
Lari,Matilainen,Jyväskylä
Jessica,Huldén,Rovaniemi
Erkki,Hansén,Helsinki
Jukka-Pekka,Salmi,Ylitornio
Petra,Nordström,Helsinki
Mikko,Kuisma,Vaasa
Liisa,Nieminen,Helsinki
Anniina,Koistinen,Lapua
Urmas,Salonen,Helsinki
Tiina,Niemelä,Kalajoki
Raili,Reinikainen,Turku
Kay,Kahilainen,Sodankylä
Bror,Mattila,Seinäjoki
Nina,Peltoniemi,Kalajoki
Kiia,Kesti,Mikkeli
Kimmo,Hirvonen,Jyväskylä
Larissa,Nurmi,Vantaa
Liisa,Latvala,Rovaniemi
Siiri,Olkkonen,Kurikka
Valo,Keinänen,Espoo
Teemu,Ahokas,Jokioinen
Eira,Karjalainen,Pudasjärvi
Eeva,Leskelä,Mänttä-Vilppula
Ebba,Fonselius,Lapinjärvi
Mia,Loponen,Espoo
Siiri,Rantanen,Mikkeli
Lauri,Luostari,Hyvinkää
Jani,Rodriguez,Rovaniemi
Tuija,Koivunen,Pöytyä
Mirja,Niittylä,Helsinki
Sari,Heinonen,Asikkala
Kaija,Granqvist,Kokemäki
Aarre,Summanen,Paltamo
Lea,Pakkala,Imatra
Marjo,Antila,Raisio
Nora,Asikainen,Kirkkonummi
Wilma,Perälä,Nurmijärvi
Pirjo,Nurmi,Helsinki
Juuso,Sihvonen,Rovaniemi
Jesse,Rossi,Tampere
Ari,Kotajärvi,Vantaa
Elisa,Tekoniemi,Iisalmi
Alma,Kinnunen,Nurmijärvi
Ari,Papinkivi,Uusikaarlepyy
Clarissa,Veteläinen,Tampere
Katja,Ylöstalo,Imatra
Jarkko,Pynnönen,Ilomantsi
Johanna,Papinkivi,Hämeenlinna
Aino,Lemettinen,Vaasa
Eva,Hyövälti,Tuusula
Emilia,Piippo,Espoo
Noora,Majaniemi,Jyväskylä
Virpi,Hakala,Vaasa
Eero,Jääskeläinen,Naantali
Aija,Huhtala,Lahti
Minja,Esposito,Helsinki
Irma,Takala,Kokkola
Sonja,Laine,Oulu
Markus,Matinaho,Ulvila
Eeva,Vainio,Espoo
Kirsi,Stöckell,Kangasniemi
Jussi,Pätsi,Helsinki
Markku,Heikkinen,Vaasa
Reino,Siltanen,Kauhava
Annikki,Malinen,Sonkajärvi
Helena,Airaksinen,Karkkila
Juha,Kinnunen,Kouvola
Anni,Kauri,Ii
Ilpo,Trög,Helsinki
Anita,Pitkäaho,Oulu
Jukka,Tanskanen,Kuopio
Terttu,Rahikainen,Laihia
Jouko,Aittakari,Espoo
Sanna,Kivistö,Espoo
Pirkko,Husso,Kempele
Riikka,Lumme,Helsinki
Olli,Krokfors,Kempele
Valtteri,Myllynen,Polvijärvi
Väinö,Pelkonen,Varkaus
Liisa,Leppänen,Kuopio
Simo,Rönkkö,Lahti
Kerttu,Pasanen,Vaasa
Erja,Heinonen,Järvenpää
Juhani,Heikkinen,Lieto
Patrik,Nieminen,Seinäjoki
Ari,Haveri,Helsinki
Roni,Edwards,Salo
Joni,Schorin,Turku
Seppo,Miettinen,Helsinki
Marika,Mäensivu,Lapinjärvi
Oona,Koponen,Jyväskylä
Jussi,Summa,Tampere
Elias,Martikainen,Vantaa
Jari,Suomi,Kerava
Juha-Pekka,Suutari,Salo
Heikki,Salminen,Turku
Eero,Keskimäki,Helsinki
Tuula,Liski,Porvoo
Vili,Korhonen,Orivesi
Ulla,Liukkonen,Kauhava
Heimo,Lundgren,Espoo
Timo,Kakko,Siikalatva
Jukka,Kylander,Oulu
Airi,Tuupanen,Kokkola
Samuel,Leppänen,Kuusamo
Leevi,Rimpioja,Kokkola
Oskar,Koskinen,Hämeenlinna
Pasi,Heikkinen,Raisio
Sanelma,Rytkönen,Helsinki
Unto,Parviainen,Eurajoki
Edvin,Kilpelä,Kirkkonummi
Anne,Järvinen,Kuopio
Anne,Heikkinen,Kangasala
Janne,Myllylä,Liminka
Jaakko,Räsänen,Iisalmi
Taisto,Heikkilä,Sund
Helena,Pasti,Evijärvi
Ari,Wigell,Helsinki
Liisa,Kujala,Loimaa
Marita,Tuppurainen,Karstula
Pirkko,Alatalo,Siikalatva
Milja,Lammassaari,Helsinki
Jorma,Nevalainen,Espoo
Veera,Aaltonen,Espoo
Tommi,Miettinen,Sotkamo
Liisa,Liimakka,Tuusula
Marko,Nissilä,Vesanto
Otto,Kallström,Helsinki
Marja,Turkulainen,Vantaa
Emmanuel,Silvola,Merijärvi
Antti,Luoma,Lahti
Antti,Intonen,Juuka
Johanna,Carpén,Helsinki
Orvo,Saloranta,Maarianhamina
Oliver,Molander,Sastamala
Riitta,Silvast,Oulu
Anna,Sundvall,Tampere
Reetta,Weck,Pirkkala
Eerik,Venho,Kuusamo
Sinikka,Reinikainen,Espoo
Sirpa,Kumpula,Turku
Tina,Rosvall,Hamina
Sisko,Kuusisto,Kouvola
Suoma,Riikola,Loviisa
Liisa,Lähdeniemi,Lohja
Jari,Riihimaa,Jokioinen
Timo,Jussila,Vantaa
Pirkko,Suominen,Helsinki
Kirsti,Vilmi,Vihti
Aino,Lahti,Kouvola
Ulla,Pullinen,Parkano
Göran,Kuusijoensuu,Raasepori
Satu,Leppäniemi,Luumäki
Luka,Auvinen,Tampere
Jari,Julkunen,Lahti
Aimo,Lehikoinen,Raasepori
Taimi,Pelkonen,Vantaa
Tarja,Konttinen,Kotka
Vilma,Matinen,Helsinki
Martti,Veikkolainen,Lohja
Marko,Ahlberg,Helsinki
Melvin,Forsström,Oulu
Jouko,Ruusunen,Vöyri
Lumi,Malmberg,Sievi
Marketta,Haverinen,Nokia
Kaisa,Pudas,Hamina
Jukka-Pekka,Matalamäki,Helsinki
Laura,Kärnä,Kauhava
Sofiina,Aikio,Oulu
Seppo,Nykänen,Helsinki
Heikki,Komulainen,Kajaani
Markku,Kosonen,Helsinki
Ira,Hovilainen,Vaasa
Merete,Ojala,Turku
Okko,Pääjärvi,Helsinki
Martta,Snellman,Orimattila
